city,country,n_vuelos,lat,long,description
San Jose,United States,26,37.33865,-121.88542,Se realizaron 26 vuelos entre los aeropuertos de Morelia (Mexico) y San Jose (United States) en Enero 2022
Quebec,Canada,3,53.38260342,-71.748742246,Se realizaron 3 vuelos entre los aeropuertos de Puerto Vallarta (Mexico) y Quebec (Canada) en Enero 2022
Regina,Canada,23,50.448119,-104.615859,Se realizaron 23 vuelos entre los aeropuertos de Puerto Vallarta (Mexico) y Regina (Canada) en Enero 2022
Salt Lake City,United States,62,40.76031,-111.88822,Se realizaron 62 vuelos entre los aeropuertos de Puerto Vallarta (Mexico) y Salt Lake City (United States) en Enero 2022
San Diego,United States,28,32.71568,-117.16171,Se realizaron 28 vuelos entre los aeropuertos de Puerto Vallarta (Mexico) y San Diego (United States) en Enero 2022
San Francisco,United States,140,37.77712,-122.41966,Se realizaron 140 vuelos entre los aeropuertos de Puerto Vallarta (Mexico) y San Francisco (United States) en Enero 2022
San Jose,United States,35,37.33865,-121.88542,Se realizaron 35 vuelos entre los aeropuertos de Puerto Vallarta (Mexico) y San Jose (United States) en Enero 2022
Santa Ana,United States,62,33.74958,-117.87446,Se realizaron 62 vuelos entre los aeropuertos de Puerto Vallarta (Mexico) y Santa Ana (United States) en Enero 2022
Saskatoon,Canada,7,52.130736,-106.660152,Se realizaron 7 vuelos entre los aeropuertos de Puerto Vallarta (Mexico) y Saskatoon (Canada) en Enero 2022
Seattle,United States,165,47.60357,-122.32945,Se realizaron 165 vuelos entre los aeropuertos de Puerto Vallarta (Mexico) y Seattle (United States) en Enero 2022
Toronto,Canada,47,43.653524,-79.383907,Se realizaron 47 vuelos entre los aeropuertos de Puerto Vallarta (Mexico) y Toronto (Canada) en Enero 2022
Vancouver,Canada,74,49.261636,-123.11335,Se realizaron 74 vuelos entre los aeropuertos de Puerto Vallarta (Mexico) y Vancouver (Canada) en Enero 2022
Victoria,Canada,17,48.428409,-123.365642,Se realizaron 17 vuelos entre los aeropuertos de Puerto Vallarta (Mexico) y Victoria (Canada) en Enero 2022
Winnipeg,Canada,45,49.899897,-97.138865,Se realizaron 45 vuelos entre los aeropuertos de Puerto Vallarta (Mexico) y Winnipeg (Canada) en Enero 2022
Santa Ana,United States,62,33.74958,-117.87446,Se realizaron 62 vuelos entre los aeropuertos de San José Del Cabo (Mexico) y Santa Ana (United States) en Enero 2022
Seattle,United States,169,47.60357,-122.32945,Se realizaron 169 vuelos entre los aeropuertos de San José Del Cabo (Mexico) y Seattle (United States) en Enero 2022
Toronto,Canada,35,43.653524,-79.383907,Se realizaron 35 vuelos entre los aeropuertos de San José Del Cabo (Mexico) y Toronto (Canada) en Enero 2022
Vancouver,Canada,58,49.261636,-123.11335,Se realizaron 58 vuelos entre los aeropuertos de San José Del Cabo (Mexico) y Vancouver (Canada) en Enero 2022
Abbotsford,Canada,15,49.054587,-122.328026,Se realizaron 15 vuelos entre los aeropuertos de Abbotsford (Canada) y Puerto Vallarta (Mexico) en Enero 2022
Abbotsford,Canada,2,49.054587,-122.328026,Se realizaron 2 vuelos entre los aeropuertos de Abbotsford (Canada) y San José Del Cabo (Mexico) en Enero 2022
Amsterdam,Netherlands,56,52.361592699,4.890603641,Se realizaron 56 vuelos entre los aeropuertos de Amsterdam (Netherlands) y Cancun (Mexico) en Enero 2022
Amsterdam,Netherlands,116,52.361592699,4.890603641,Se realizaron 116 vuelos entre los aeropuertos de Amsterdam (Netherlands) y Mexico City (Mexico) en Enero 2022
Atlanta,United States,438,33.74831,-84.39111,Se realizaron 438 vuelos entre los aeropuertos de Atlanta (United States) y Cancun (Mexico) en Enero 2022
Atlanta,United States,62,33.74831,-84.39111,Se realizaron 62 vuelos entre los aeropuertos de Atlanta (United States) y Guadalajara (Mexico) en Enero 2022
Atlanta,United States,305,33.74831,-84.39111,Se realizaron 305 vuelos entre los aeropuertos de Atlanta (United States) y Mexico City (Mexico) en Enero 2022
Atlanta,United States,60,33.74831,-84.39111,Se realizaron 60 vuelos entre los aeropuertos de Atlanta (United States) y Monterrey (Mexico) en Enero 2022
Atlanta,United States,70,33.74831,-84.39111,Se realizaron 70 vuelos entre los aeropuertos de Atlanta (United States) y Puerto Vallarta (Mexico) en Enero 2022
Atlanta,United States,70,33.74831,-84.39111,Se realizaron 70 vuelos entre los aeropuertos de Atlanta (United States) y San José Del Cabo (Mexico) en Enero 2022
Atlantic City,United States,11,39.36287,-74.42637,Se realizaron 11 vuelos entre los aeropuertos de Atlantic City (United States) y Cancun (Mexico) en Enero 2022
Austin,United States,106,30.26759,-97.74299,Se realizaron 106 vuelos entre los aeropuertos de Austin (United States) y Cancun (Mexico) en Enero 2022
Austin,United States,1,30.26759,-97.74299,Se realizaron 1 vuelos entre los aeropuertos de Austin (United States) y Mazatlan (Mexico) en Enero 2022
Austin,United States,62,30.26759,-97.74299,Se realizaron 62 vuelos entre los aeropuertos de Austin (United States) y Mexico City (Mexico) en Enero 2022
Austin,United States,6,30.26759,-97.74299,Se realizaron 6 vuelos entre los aeropuertos de Austin (United States) y San José Del Cabo (Mexico) en Enero 2022
Baltimore,United States,220,39.29058,-76.60926,Se realizaron 220 vuelos entre los aeropuertos de Baltimore (United States) y Cancun (Mexico) en Enero 2022
Barcelona,Spain,46,41.38804,2.17001,Se realizaron 46 vuelos entre los aeropuertos de Barcelona (Spain) y Mexico City (Mexico) en Enero 2022
Belice,Belize,65,17.20905026,-88.694961553,Se realizaron 65 vuelos entre los aeropuertos de Belice (Belize) y Cancun (Mexico) en Enero 2022
Birmingham,United Kingdom,25,52.479298965,-1.902935584,Se realizaron 25 vuelos entre los aeropuertos de Birmingham (United Kingdom) y Cancun (Mexico) en Enero 2022
Bogota,Colombia,345,4.61496,-74.06941,Se realizaron 345 vuelos entre los aeropuertos de Bogota (Colombia) y Cancun (Mexico) en Enero 2022
Bogota,Colombia,2,4.61496,-74.06941,Se realizaron 2 vuelos entre los aeropuertos de Bogota (Colombia) y Guadalajara (Mexico) en Enero 2022
Bogota,Colombia,523,4.61496,-74.06941,Se realizaron 523 vuelos entre los aeropuertos de Bogota (Colombia) y Mexico City (Mexico) en Enero 2022
Boston,United States,159,42.35866,-71.05674,Se realizaron 159 vuelos entre los aeropuertos de Boston (United States) y Cancun (Mexico) en Enero 2022
Brasilia,Brazil,36,-15.77829,-47.92909,Se realizaron 36 vuelos entre los aeropuertos de Brasilia (Brazil) y Cancun (Mexico) en Enero 2022
Brussels,Belgium,26,50.89806471,4.406264339,Se realizaron 26 vuelos entre los aeropuertos de Brussels (Belgium) y Cancun (Mexico) en Enero 2022
Buenos Aires,Argentina,26,-34.60849,-58.37344,Se realizaron 26 vuelos entre los aeropuertos de Buenos Aires (Argentina) y Cancun (Mexico) en Enero 2022
Buenos Aires,Argentina,46,-34.60849,-58.37344,Se realizaron 46 vuelos entre los aeropuertos de Buenos Aires (Argentina) y Mexico City (Mexico) en Enero 2022
Calgary,Canada,104,51.045113,-114.057141,Se realizaron 104 vuelos entre los aeropuertos de Calgary (Canada) y Cancun (Mexico) en Enero 2022
Calgary,Canada,28,51.045113,-114.057141,Se realizaron 28 vuelos entre los aeropuertos de Calgary (Canada) y Huatulco (Mexico) en Enero 2022
Calgary,Canada,30,51.045113,-114.057141,Se realizaron 30 vuelos entre los aeropuertos de Calgary (Canada) y Ixtapa Zihuatanejo (Mexico) en Enero 2022
Calgary,Canada,10,51.045113,-114.057141,Se realizaron 10 vuelos entre los aeropuertos de Calgary (Canada) y Loreto (Mexico) en Enero 2022
Calgary,Canada,18,51.045113,-114.057141,Se realizaron 18 vuelos entre los aeropuertos de Calgary (Canada) y Manzanillo (Mexico) en Enero 2022
Calgary,Canada,24,51.045113,-114.057141,Se realizaron 24 vuelos entre los aeropuertos de Calgary (Canada) y Mazatlan (Mexico) en Enero 2022
Calgary,Canada,93,51.045113,-114.057141,Se realizaron 93 vuelos entre los aeropuertos de Calgary (Canada) y Puerto Vallarta (Mexico) en Enero 2022
Calgary,Canada,58,51.045113,-114.057141,Se realizaron 58 vuelos entre los aeropuertos de Calgary (Canada) y San José Del Cabo (Mexico) en Enero 2022
Cali,Colombia,18,3.43402,-76.52645,Se realizaron 18 vuelos entre los aeropuertos de Cali (Colombia) y Cancun (Mexico) en Enero 2022
Charlotte,United States,10,35.22286,-80.83796,Se realizaron 10 vuelos entre los aeropuertos de Charlotte (United States) y Cozumel (Mexico) en Enero 2022
Charlotte,United States,18,35.22286,-80.83796,Se realizaron 18 vuelos entre los aeropuertos de Charlotte (United States) y Guadalajara (Mexico) en Enero 2022
Charlotte,United States,57,35.22286,-80.83796,Se realizaron 57 vuelos entre los aeropuertos de Charlotte (United States) y Mexico City (Mexico) en Enero 2022
Charlotte,United States,10,35.22286,-80.83796,Se realizaron 10 vuelos entre los aeropuertos de Charlotte (United States) y Puerto Vallarta (Mexico) en Enero 2022
Charlotte,United States,14,35.22286,-80.83796,Se realizaron 14 vuelos entre los aeropuertos de Charlotte (United States) y San José Del Cabo (Mexico) en Enero 2022
Chicago,United States,18,41.88425,-87.63245,Se realizaron 18 vuelos entre los aeropuertos de Chicago (United States) y Cozumel (Mexico) en Enero 2022
Chicago,United States,95,41.88425,-87.63245,Se realizaron 95 vuelos entre los aeropuertos de Chicago (United States) y Del Bajio (Mexico) en Enero 2022
Chicago,United States,18,41.88425,-87.63245,Se realizaron 18 vuelos entre los aeropuertos de Chicago (United States) y Durango (Mexico) en Enero 2022
Chicago,United States,243,41.88425,-87.63245,Se realizaron 243 vuelos entre los aeropuertos de Chicago (United States) y Guadalajara (Mexico) en Enero 2022
Chicago,United States,6,41.88425,-87.63245,Se realizaron 6 vuelos entre los aeropuertos de Chicago (United States) y Huatulco (Mexico) en Enero 2022
Chicago,United States,16,41.88425,-87.63245,Se realizaron 16 vuelos entre los aeropuertos de Chicago (United States) y Ixtapa Zihuatanejo (Mexico) en Enero 2022
Chicago,United States,392,41.88425,-87.63245,Se realizaron 392 vuelos entre los aeropuertos de Chicago (United States) y Mexico City (Mexico) en Enero 2022
Chicago,United States,64,41.88425,-87.63245,Se realizaron 64 vuelos entre los aeropuertos de Chicago (United States) y Monterrey (Mexico) en Enero 2022
Chicago,United States,115,41.88425,-87.63245,Se realizaron 115 vuelos entre los aeropuertos de Chicago (United States) y Morelia (Mexico) en Enero 2022
Chicago,United States,128,41.88425,-87.63245,Se realizaron 128 vuelos entre los aeropuertos de Chicago (United States) y Puerto Vallarta (Mexico) en Enero 2022
Chicago,United States,8,41.88425,-87.63245,Se realizaron 8 vuelos entre los aeropuertos de Chicago (United States) y Queretaro (Mexico) en Enero 2022
Chicago,United States,122,41.88425,-87.63245,Se realizaron 122 vuelos entre los aeropuertos de Chicago (United States) y San José Del Cabo (Mexico) en Enero 2022
Chicago,United States,42,41.88425,-87.63245,Se realizaron 42 vuelos entre los aeropuertos de Chicago (United States) y Zacatecas (Mexico) en Enero 2022
Corpus Christi,United States,1,27.79641,-97.40389,Se realizaron 1 vuelos entre los aeropuertos de Corpus Christi (United States) y Ixtapa Zihuatanejo (Mexico) en Enero 2022
Covington,United States,42,39.08398,-84.51027,Se realizaron 42 vuelos entre los aeropuertos de Covington (United States) y Monterrey (Mexico) en Enero 2022
Dallas-Fort Worth,United States,125,32.737847021272,-97.236200260969,Se realizaron 125 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Del Bajio (Mexico) en Enero 2022
Dallas-Fort Worth,United States,62,32.737847021272,-97.236200260969,Se realizaron 62 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Durango (Mexico) en Enero 2022
Dallas-Fort Worth,United States,242,32.737847021272,-97.236200260969,Se realizaron 242 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Guadalajara (Mexico) en Enero 2022
Dallas-Fort Worth,United States,59,32.737847021272,-97.236200260969,Se realizaron 59 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Hermosillo (Mexico) en Enero 2022
Dallas-Fort Worth,United States,18,32.737847021272,-97.236200260969,Se realizaron 18 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Huatulco (Mexico) en Enero 2022
Dallas-Fort Worth,United States,10,32.737847021272,-97.236200260969,Se realizaron 10 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Ixtapa Zihuatanejo (Mexico) en Enero 2022
Dallas-Fort Worth,United States,10,32.737847021272,-97.236200260969,Se realizaron 10 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y La Paz (Mexico) en Enero 2022
Dallas-Fort Worth,United States,10,32.737847021272,-97.236200260969,Se realizaron 10 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Loreto (Mexico) en Enero 2022
Dallas-Fort Worth,United States,8,32.737847021272,-97.236200260969,Se realizaron 8 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Manzanillo (Mexico) en Enero 2022
Dallas-Fort Worth,United States,62,32.737847021272,-97.236200260969,Se realizaron 62 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Mazatlan (Mexico) en Enero 2022
Dallas-Fort Worth,United States,10,32.737847021272,-97.236200260969,Se realizaron 10 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Merida (Mexico) en Enero 2022
Dallas-Fort Worth,United States,483,32.737847021272,-97.236200260969,Se realizaron 483 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Mexico City (Mexico) en Enero 2022
Dallas-Fort Worth,United States,370,32.737847021272,-97.236200260969,Se realizaron 370 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Monterrey (Mexico) en Enero 2022
Dallas-Fort Worth,United States,69,32.737847021272,-97.236200260969,Se realizaron 69 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Morelia (Mexico) en Enero 2022
Dallas-Fort Worth,United States,62,32.737847021272,-97.236200260969,Se realizaron 62 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Oaxaca (Mexico) en Enero 2022
Dallas-Fort Worth,United States,184,32.737847021272,-97.236200260969,Se realizaron 184 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Puerto Vallarta (Mexico) en Enero 2022
Dallas-Fort Worth,United States,176,32.737847021272,-97.236200260969,Se realizaron 176 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Queretaro (Mexico) en Enero 2022
Dallas-Fort Worth,United States,283,32.737847021272,-97.236200260969,Se realizaron 283 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y San José Del Cabo (Mexico) en Enero 2022
Dallas-Fort Worth,United States,180,32.737847021272,-97.236200260969,Se realizaron 180 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y San Luis Potosi (Mexico) en Enero 2022
Dallas-Fort Worth,United States,62,32.737847021272,-97.236200260969,Se realizaron 62 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Torreon (Mexico) en Enero 2022
Dallas-Fort Worth,United States,10,32.737847021272,-97.236200260969,Se realizaron 10 vuelos entre los aeropuertos de Dallas-Fort Worth (United States) y Zacatecas (Mexico) en Enero 2022
Denver,United States,44,39.74001,-104.99202,Se realizaron 44 vuelos entre los aeropuertos de Denver (United States) y Guadalajara (Mexico) en Enero 2022
Denver,United States,162,39.74001,-104.99202,Se realizaron 162 vuelos entre los aeropuertos de Denver (United States) y Mexico City (Mexico) en Enero 2022
Denver,United States,200,39.74001,-104.99202,Se realizaron 200 vuelos entre los aeropuertos de Denver (United States) y Puerto Vallarta (Mexico) en Enero 2022
Denver,United States,210,39.74001,-104.99202,Se realizaron 210 vuelos entre los aeropuertos de Denver (United States) y San José Del Cabo (Mexico) en Enero 2022
Detroit,United States,60,42.33168,-83.048,Se realizaron 60 vuelos entre los aeropuertos de Detroit (United States) y Mexico City (Mexico) en Enero 2022
Detroit,United States,32,42.33168,-83.048,Se realizaron 32 vuelos entre los aeropuertos de Detroit (United States) y Puerto Vallarta (Mexico) en Enero 2022
Detroit,United States,38,42.33168,-83.048,Se realizaron 38 vuelos entre los aeropuertos de Detroit (United States) y San José Del Cabo (Mexico) en Enero 2022
Doha,Qatar,72,25.29424,51.51967,Se realizaron 72 vuelos entre los aeropuertos de Doha (Qatar) y Mexico City (Mexico) en Enero 2022
Dubai,United Arab Emirates,10,25.26951,55.308839999999996,Se realizaron 10 vuelos entre los aeropuertos de Dubai (United Arab Emirates) y Guadalajara (Mexico) en Enero 2022
Dubai,United Arab Emirates,64,25.26951,55.308839999999996,Se realizaron 64 vuelos entre los aeropuertos de Dubai (United Arab Emirates) y Mexico City (Mexico) en Enero 2022
Edmonton,Canada,8,53.54545,-113.49014,Se realizaron 8 vuelos entre los aeropuertos de Edmonton (Canada) y Huatulco (Mexico) en Enero 2022
Edmonton,Canada,4,53.54545,-113.49014,Se realizaron 4 vuelos entre los aeropuertos de Edmonton (Canada) y Ixtapa Zihuatanejo (Mexico) en Enero 2022
Edmonton,Canada,12,53.54545,-113.49014,Se realizaron 12 vuelos entre los aeropuertos de Edmonton (Canada) y Mazatlan (Mexico) en Enero 2022
Edmonton,Canada,54,53.54545,-113.49014,Se realizaron 54 vuelos entre los aeropuertos de Edmonton (Canada) y Puerto Vallarta (Mexico) en Enero 2022
Edmonton,Canada,12,53.54545,-113.49014,Se realizaron 12 vuelos entre los aeropuertos de Edmonton (Canada) y San José Del Cabo (Mexico) en Enero 2022
Estambul (Arnavutkoy),Turkey,58,41.1856,28.74149,Se realizaron 58 vuelos entre los aeropuertos de Estambul (Arnavutkoy) (Turkey) y Mexico City (Mexico) en Enero 2022
Estambul (Ataturk),Turkey,18,40.97692,28.81461,Se realizaron 18 vuelos entre los aeropuertos de Estambul (Ataturk) (Turkey) y Mexico City (Mexico) en Enero 2022
Frankfurt,Germany,8,50.11208,8.68341,Se realizaron 8 vuelos entre los aeropuertos de Frankfurt (Germany) y Guadalajara (Mexico) en Enero 2022
Frankfurt,Germany,118,50.11208,8.68341,Se realizaron 118 vuelos entre los aeropuertos de Frankfurt (Germany) y Mexico City (Mexico) en Enero 2022
Fresno,United States,140,36.74095,-119.78536,Se realizaron 140 vuelos entre los aeropuertos de Fresno (United States) y Guadalajara (Mexico) en Enero 2022
Fresno,United States,18,36.74095,-119.78536,Se realizaron 18 vuelos entre los aeropuertos de Fresno (United States) y Mexico City (Mexico) en Enero 2022
Fresno,United States,26,36.74095,-119.78536,Se realizaron 26 vuelos entre los aeropuertos de Fresno (United States) y Morelia (Mexico) en Enero 2022
Guatemala,Guatemala,1,14.63325,-90.4671,Se realizaron 1 vuelos entre los aeropuertos de Guatemala (Guatemala) y Merida (Mexico) en Enero 2022
Guatemala,Guatemala,249,14.63325,-90.4671,Se realizaron 249 vuelos entre los aeropuertos de Guatemala (Guatemala) y Mexico City (Mexico) en Enero 2022
Guatemala,Guatemala,25,14.63325,-90.4671,Se realizaron 25 vuelos entre los aeropuertos de Guatemala (Guatemala) y Tapachula (Mexico) en Enero 2022
Hamilton,Canada,9,43.25549,-79.873376,Se realizaron 9 vuelos entre los aeropuertos de Hamilton (Canada) y Puerto Vallarta (Mexico) en Enero 2022
Harlingen Texas,United States,20,26.18986,-97.69555,Se realizaron 20 vuelos entre los aeropuertos de Harlingen Texas (United States) y Monterrey (Mexico) en Enero 2022
Houston,United States,61,29.76078,-95.36952,Se realizaron 61 vuelos entre los aeropuertos de Houston (United States) y Ixtapa Zihuatanejo (Mexico) en Enero 2022
Houston,United States,10,29.76078,-95.36952,Se realizaron 10 vuelos entre los aeropuertos de Houston (United States) y Manzanillo (Mexico) en Enero 2022
Houston,United States,15,29.76078,-95.36952,Se realizaron 15 vuelos entre los aeropuertos de Houston (United States) y Mazatlan (Mexico) en Enero 2022
Houston,United States,62,29.76078,-95.36952,Se realizaron 62 vuelos entre los aeropuertos de Houston (United States) y Merida (Mexico) en Enero 2022
Houston,United States,696,29.76078,-95.36952,Se realizaron 696 vuelos entre los aeropuertos de Houston (United States) y Mexico City (Mexico) en Enero 2022
Houston,United States,388,29.76078,-95.36952,Se realizaron 388 vuelos entre los aeropuertos de Houston (United States) y Monterrey (Mexico) en Enero 2022
Houston,United States,60,29.76078,-95.36952,Se realizaron 60 vuelos entre los aeropuertos de Houston (United States) y Morelia (Mexico) en Enero 2022
Houston,United States,62,29.76078,-95.36952,Se realizaron 62 vuelos entre los aeropuertos de Houston (United States) y Oaxaca (Mexico) en Enero 2022
Houston,United States,62,29.76078,-95.36952,Se realizaron 62 vuelos entre los aeropuertos de Houston (United States) y Puebla (Mexico) en Enero 2022
Houston,United States,186,29.76078,-95.36952,Se realizaron 186 vuelos entre los aeropuertos de Houston (United States) y Puerto Vallarta (Mexico) en Enero 2022
Houston,United States,243,29.76078,-95.36952,Se realizaron 243 vuelos entre los aeropuertos de Houston (United States) y Queretaro (Mexico) en Enero 2022
Houston,United States,310,29.76078,-95.36952,Se realizaron 310 vuelos entre los aeropuertos de Houston (United States) y San José Del Cabo (Mexico) en Enero 2022
Houston,United States,90,29.76078,-95.36952,Se realizaron 90 vuelos entre los aeropuertos de Houston (United States) y San Luis Potosi (Mexico) en Enero 2022
Houston,United States,62,29.76078,-95.36952,Se realizaron 62 vuelos entre los aeropuertos de Houston (United States) y Tampico (Mexico) en Enero 2022
Houston,United States,60,29.76078,-95.36952,Se realizaron 60 vuelos entre los aeropuertos de Houston (United States) y Veracruz (Mexico) en Enero 2022
Houston,United States,18,29.76078,-95.36952,Se realizaron 18 vuelos entre los aeropuertos de Houston (United States) y Villahermosa (Mexico) en Enero 2022
Kelowna,Canada,6,49.888018,-119.495451,Se realizaron 6 vuelos entre los aeropuertos de Kelowna (Canada) y Puerto Vallarta (Mexico) en Enero 2022
La Habana,Cuba,8,23.13211,-82.36749,Se realizaron 8 vuelos entre los aeropuertos de La Habana (Cuba) y Merida (Mexico) en Enero 2022
La Habana,Cuba,58,23.13211,-82.36749,Se realizaron 58 vuelos entre los aeropuertos de La Habana (Cuba) y Mexico City (Mexico) en Enero 2022
Laredo,United States,22,27.53092,-99.50231,Se realizaron 22 vuelos entre los aeropuertos de Laredo (United States) y Mexico City (Mexico) en Enero 2022
Las Vegas,United States,200,36.17193,-115.14001,Se realizaron 200 vuelos entre los aeropuertos de Las Vegas (United States) y Mexico City (Mexico) en Enero 2022
Las Vegas,United States,36,36.17193,-115.14001,Se realizaron 36 vuelos entre los aeropuertos de Las Vegas (United States) y Monterrey (Mexico) en Enero 2022
Lima,Peru,147,-12.04318,-77.02824,Se realizaron 147 vuelos entre los aeropuertos de Lima (Peru) y Mexico City (Mexico) en Enero 2022
Londres,United Kingdom,46,51.50853,-0.12574,Se realizaron 46 vuelos entre los aeropuertos de Londres (United Kingdom) y Mexico City (Mexico) en Enero 2022
Londres,United Kingdom,8,51.50853,-0.12574,Se realizaron 8 vuelos entre los aeropuertos de Londres (United Kingdom) y Puerto Vallarta (Mexico) en Enero 2022
Los Angeles,United States,30,34.05357,-118.24545,Se realizaron 30 vuelos entre los aeropuertos de Los Angeles (United States) y Manzanillo (Mexico) en Enero 2022
Los Angeles,United States,54,34.05357,-118.24545,Se realizaron 54 vuelos entre los aeropuertos de Los Angeles (United States) y Mazatlan (Mexico) en Enero 2022
Los Angeles,United States,643,34.05357,-118.24545,Se realizaron 643 vuelos entre los aeropuertos de Los Angeles (United States) y Mexico City (Mexico) en Enero 2022
Los Angeles,United States,10,34.05357,-118.24545,Se realizaron 10 vuelos entre los aeropuertos de Los Angeles (United States) y Monterrey (Mexico) en Enero 2022
Los Angeles,United States,40,34.05357,-118.24545,Se realizaron 40 vuelos entre los aeropuertos de Los Angeles (United States) y Morelia (Mexico) en Enero 2022
Los Angeles,United States,26,34.05357,-118.24545,Se realizaron 26 vuelos entre los aeropuertos de Los Angeles (United States) y Oaxaca (Mexico) en Enero 2022
Los Angeles,United States,361,34.05357,-118.24545,Se realizaron 361 vuelos entre los aeropuertos de Los Angeles (United States) y Puerto Vallarta (Mexico) en Enero 2022
Los Angeles,United States,514,34.05357,-118.24545,Se realizaron 514 vuelos entre los aeropuertos de Los Angeles (United States) y San José Del Cabo (Mexico) en Enero 2022
Los Angeles,United States,8,34.05357,-118.24545,Se realizaron 8 vuelos entre los aeropuertos de Los Angeles (United States) y Uruapan (Mexico) en Enero 2022
Los Angeles,United States,30,34.05357,-118.24545,Se realizaron 30 vuelos entre los aeropuertos de Los Angeles (United States) y Zacatecas (Mexico) en Enero 2022
Louisville,United States,42,38.25489,-85.76666,Se realizaron 42 vuelos entre los aeropuertos de Louisville (United States) y Mexico City (Mexico) en Enero 2022
Louisville,United States,42,38.25489,-85.76666,Se realizaron 42 vuelos entre los aeropuertos de Louisville (United States) y Monterrey (Mexico) en Enero 2022
Luxemburgo,Luxembourg,45,49.776828429,6.092325247,Se realizaron 45 vuelos entre los aeropuertos de Luxemburgo (Luxembourg) y Mexico City (Mexico) en Enero 2022
Madrid,Spain,247,40.41955,-3.69196,Se realizaron 247 vuelos entre los aeropuertos de Madrid (Spain) y Mexico City (Mexico) en Enero 2022
Madrid,Spain,26,40.41955,-3.69196,Se realizaron 26 vuelos entre los aeropuertos de Madrid (Spain) y Monterrey (Mexico) en Enero 2022
Managua,Nicaragua,36,12.1172,-86.24081,Se realizaron 36 vuelos entre los aeropuertos de Managua (Nicaragua) y Mexico City (Mexico) en Enero 2022
Manchester,United Kingdom,8,53.478956243,-2.245275766,Se realizaron 8 vuelos entre los aeropuertos de Manchester (United Kingdom) y Puerto Vallarta (Mexico) en Enero 2022
Mc Allen,United States,46,26.2077,-98.22931,Se realizaron 46 vuelos entre los aeropuertos de Mc Allen (United States) y Mexico City (Mexico) en Enero 2022
Mc Allen,United States,51,26.2077,-98.22931,Se realizaron 51 vuelos entre los aeropuertos de Mc Allen (United States) y Monterrey (Mexico) en Enero 2022
Medellin,Colombia,124,6.24589,-75.57457,Se realizaron 124 vuelos entre los aeropuertos de Medellin (Colombia) y Mexico City (Mexico) en Enero 2022
Memphis,United States,48,35.14976,-90.04925,Se realizaron 48 vuelos entre los aeropuertos de Memphis (United States) y Monterrey (Mexico) en Enero 2022
Memphis,United States,60,35.14976,-90.04925,Se realizaron 60 vuelos entre los aeropuertos de Memphis (United States) y Toluca (Mexico) en Enero 2022
Miami,United States,62,25.77481,-80.19773,Se realizaron 62 vuelos entre los aeropuertos de Miami (United States) y Monterrey (Mexico) en Enero 2022
Minneapolis,United States,136,44.97902,-93.26494,Se realizaron 136 vuelos entre los aeropuertos de Minneapolis (United States) y Puerto Vallarta (Mexico) en Enero 2022
Minneapolis,United States,92,44.97902,-93.26494,Se realizaron 92 vuelos entre los aeropuertos de Minneapolis (United States) y San José Del Cabo (Mexico) en Enero 2022
Montreal,Canada,35,45.508867,-73.554242,Se realizaron 35 vuelos entre los aeropuertos de Montreal (Canada) y Puerto Vallarta (Mexico) en Enero 2022
Montreal,Canada,4,45.508867,-73.554242,Se realizaron 4 vuelos entre los aeropuertos de Montreal (Canada) y San José Del Cabo (Mexico) en Enero 2022
Newark,United States,10,40.73197,-74.17421,Se realizaron 10 vuelos entre los aeropuertos de Newark (United States) y Puerto Vallarta (Mexico) en Enero 2022
Newark,United States,18,40.73197,-74.17421,Se realizaron 18 vuelos entre los aeropuertos de Newark (United States) y San José Del Cabo (Mexico) en Enero 2022
Nueva Orleans,United States,1,29.9537,-90.07775,Se realizaron 1 vuelos entre los aeropuertos de Nueva Orleans (United States) y Veracruz (Mexico) en Enero 2022
Nueva York,United States,106,40.71453,-74.00712,Se realizaron 106 vuelos entre los aeropuertos de Nueva York (United States) y San José Del Cabo (Mexico) en Enero 2022
Oakland,United States,10,37.80508,-122.27307,Se realizaron 10 vuelos entre los aeropuertos de Oakland (United States) y San José Del Cabo (Mexico) en Enero 2022
